2022-02-03 08:44:07,681 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2022-02-03 08:45:04,308 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-starter-parent/1.5.10.RELEASE/spring-boot-starter-parent-1.5.10.RELEASE.pom
2022-02-03 08:45:04,407 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-starter-parent/1.5.10.RELEASE/spring-boot-starter-parent-1.5.10.RELEASE.pom
2022-02-03 08:45:04,573 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-dependencies/1.5.10.RELEASE/spring-boot-dependencies-1.5.10.RELEASE.pom
2022-02-03 08:45:05,039 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-dependencies/1.5.10.RELEASE/spring-boot-dependencies-1.5.10.RELEASE.pom
2022-02-03 08:45:05,418 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/apache/logging/log4j/log4j-bom/2.7/log4j-bom-2.7.pom
2022-02-03 08:45:05,521 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/apache/logging/log4j/log4j-bom/2.7/log4j-bom-2.7.pom
2022-02-03 08:45:05,693 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/spring-framework-bom/4.3.14.RELEASE/spring-framework-bom-4.3.14.RELEASE.pom
2022-02-03 08:45:05,785 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/spring-framework-bom/4.3.14.RELEASE/spring-framework-bom-4.3.14.RELEASE.pom
2022-02-03 08:45:05,923 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/data/spring-data-releasetrain/Ingalls-SR10/spring-data-releasetrain-Ingalls-SR10.pom
2022-02-03 08:45:06,046 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/data/spring-data-releasetrain/Ingalls-SR10/spring-data-releasetrain-Ingalls-SR10.pom
2022-02-03 08:45:06,197 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/data/build/spring-data-build/1.9.10.RELEASE/spring-data-build-1.9.10.RELEASE.pom
2022-02-03 08:45:06,299 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/data/build/spring-data-build/1.9.10.RELEASE/spring-data-build-1.9.10.RELEASE.pom
2022-02-03 08:45:06,444 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/integration/spring-integration-bom/4.3.14.RELEASE/spring-integration-bom-4.3.14.RELEASE.pom
2022-02-03 08:45:06,543 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/integration/spring-integration-bom/4.3.14.RELEASE/spring-integration-bom-4.3.14.RELEASE.pom
2022-02-03 08:45:06,695 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/security/spring-security-bom/4.2.4.RELEASE/spring-security-bom-4.2.4.RELEASE.pom
2022-02-03 08:45:06,784 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/security/spring-security-bom/4.2.4.RELEASE/spring-security-bom-4.2.4.RELEASE.pom
2022-02-03 08:45:07,778 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-maven-plugin/1.5.10.RELEASE/spring-boot-maven-plugin-1.5.10.RELEASE.pom
2022-02-03 08:45:07,868 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-maven-plugin/1.5.10.RELEASE/spring-boot-maven-plugin-1.5.10.RELEASE.pom
2022-02-03 08:45:08,017 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-tools/1.5.10.RELEASE/spring-boot-tools-1.5.10.RELEASE.pom
2022-02-03 08:45:08,112 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-tools/1.5.10.RELEASE/spring-boot-tools-1.5.10.RELEASE.pom
2022-02-03 08:45:08,259 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-parent/1.5.10.RELEASE/spring-boot-parent-1.5.10.RELEASE.pom
2022-02-03 08:45:08,395 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-parent/1.5.10.RELEASE/spring-boot-parent-1.5.10.RELEASE.pom
2022-02-03 08:45:08,564 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-maven-plugin/1.5.10.RELEASE/spring-boot-maven-plugin-1.5.10.RELEASE.jar
2022-02-03 08:45:08,826 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/springframework/boot/spring-boot-maven-plugin/1.5.10.RELEASE/spring-boot-maven-plugin-1.5.10.RELEASE.jar
2022-02-03 08:45:09,278 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/apache/maven/plugins/maven-clean-plugin/2.6.1/maven-clean-plugin-2.6.1.jar
2022-02-03 08:45:09,571 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/apache/maven/plugins/maven-clean-plugin/2.6.1/maven-clean-plugin-2.6.1.jar
2022-02-03 08:45:10,135 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/apache/maven/plugins/maven-surefire-plugin/2.18.1/maven-surefire-plugin-2.18.1.jar
2022-02-03 08:45:10,414 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://atf.intranet.bb.com.br:443/artifactory/bb-maven-repo/org/apache/maven/plugins/maven-surefire-plugin/2.18.1/maven-surefire-plugin-2.18.1.jar
